FIPS,County,State,Civilian NonInst Pop,Percent Any Difficulty,Percent TwoTypes,Percent Hearing difficulty, Percent Vision difficulty,Percent Cognitive difficulty,Percent Ambulatory difficulty, Percent Selfcare difficulty,Percent Independent living difficulty,R_Hearing Difficulty,R_Vision difficulty,R_Cognitive difficulty,R_Ambulatory difficulty,R_Selfcare difficulty,R_Independent living difficulty,R_Overall disability
48199,Hardin County, Texas,56320,16.20,7.88,4.53,2.54,5.49,8.91,3.07,5.97,0.41,0.44,0.52,0.62,0.62,0.69,0.57
48201,Harris County, Texas,4624525,9.22,4.32,2.34,1.95,3.56,4.70,1.93,3.23,0.03,0.21,0.12,0.08,0.19,0.11,0.04
48203,Harrison County, Texas,65819,13.20,7.01,3.56,1.95,5.75,7.20,2.73,4.69,0.18,0.21,0.57,0.39,0.49,0.43,0.28
48205,Hartley County, Texas,4130,13.90,6.32,4.29,4.36,1.82,7.63,2.35,2.91,0.35,0.85,0.01,0.45,0.34,0.07,0.34
48207,Haskell County, Texas,5271,23.34,12.10,8.40,6.20,7.87,11.72,4.74,5.96,0.95,0.96,0.87,0.87,0.93,0.68,0.94
48209,Hays County, Texas,211703,9.30,4.21,2.96,1.76,3.95,4.27,1.83,3.06,0.08,0.14,0.19,0.05,0.15,0.09,0.04
48211,Hemphill County, Texas,3958,12.83,4.04,6.42,1.69,2.25,6.11,0.76,2.53,0.79,0.13,0.02,0.22,0.01,0.04,0.24
48213,Henderson County, Texas,80091,17.94,8.34,5.39,3.31,5.76,10.33,3.11,5.81,0.62,0.67,0.57,0.77,0.63,0.66,0.71
48215,Hidalgo County, Texas,846855,12.95,6.50,3.58,3.74,5.03,6.25,3.92,4.59,0.19,0.76,0.42,0.24,0.83,0.41,0.25
48217,Hill County, Texas,35029,17.78,8.80,6.24,3.97,5.96,9.90,3.32,5.85,0.76,0.80,0.61,0.73,0.70,0.66,0.69
48219,Hockley County, Texas,22835,14.64,7.54,4.89,3.25,5.08,7.98,2.03,5.29,0.51,0.66,0.43,0.49,0.22,0.55,0.42
48221,Hood County, Texas,57636,11.74,5.10,4.55,1.90,3.60,6.20,1.57,3.90,0.42,0.19,0.13,0.23,0.09,0.24,0.17
48223,Hopkins County, Texas,36013,15.29,7.43,5.21,2.55,4.62,9.10,3.52,4.80,0.58,0.44,0.32,0.64,0.75,0.45,0.48
48225,Houston County, Texas,19877,19.35,9.23,4.19,2.70,7.57,11.93,3.07,7.13,0.32,0.49,0.84,0.88,0.62,0.85,0.79
48227,Howard County, Texas,31769,15.59,7.54,4.69,4.65,4.11,8.44,2.89,5.13,0.46,0.88,0.22,0.56,0.56,0.52,0.51
48229,Hudspeth County, Texas,3624,22.65,13.36,7.97,7.64,9.27,11.18,4.55,8.72,0.93,0.98,0.95,0.84,0.91,0.95,0.92
48231,Hunt County, Texas,93354,15.41,8.02,4.71,2.84,5.84,8.53,3.40,6.03,0.46,0.53,0.59,0.57,0.72,0.70,0.49
48233,Hutchinson County, Texas,21239,19.22,10.07,8.11,3.26,7.06,10.24,3.42,4.93,0.93,0.66,0.78,0.76,0.72,0.48,0.78
48235,Irion County, Texas,1604,12.22,7.17,5.30,2.99,6.11,7.61,3.62,4.86,0.60,0.58,0.64,0.44,0.77,0.46,0.20
48237,Jack County, Texas,7717,17.23,7.63,4.46,3.59,6.87,9.52,2.16,3.86,0.40,0.73,0.76,0.69,0.26,0.23,0.66
48239,Jackson County, Texas,14594,17.80,8.35,5.28,3.04,6.13,9.70,2.79,6.40,0.60,0.60,0.65,0.71,0.52,0.75,0.69
48241,Jasper County, Texas,34598,15.83,8.36,5.53,4.21,5.92,8.60,3.95,5.51,0.65,0.83,0.61,0.58,0.84,0.60,0.54
48243,Jeff Davis County, Texas,2177,14.01,7.44,4.04,2.62,1.42,9.37,1.38,4.69,0.29,0.47,0.00,0.67,0.05,0.43,0.35
48245,Jefferson County, Texas,240481,14.49,6.24,3.82,3.23,4.46,8.63,2.36,3.86,0.24,0.65,0.28,0.58,0.34,0.23,0.40
48247,Jim Hogg County, Texas,5200,21.85,11.56,5.63,5.65,10.75,13.88,5.19,6.75,0.67,0.94,0.98,0.95,0.96,0.80,0.90
48249,Jim Wells County, Texas,40584,15.82,11.08,5.25,4.53,7.61,11.09,5.17,8.19,0.59,0.87,0.85,0.83,0.96,0.93,0.54
48251,Johnson County, Texas,164746,10.18,4.36,3.24,1.48,2.90,5.45,1.45,3.26,0.12,0.07,0.05,0.15,0.07,0.12,0.08
48253,Jones County, Texas,12839,20.62,10.37,7.57,3.73,4.95,12.32,4.49,6.70,0.91,0.76,0.40,0.90,0.91,0.79,0.85
48255,Karnes County, Texas,12633,13.36,6.59,4.37,3.09,4.85,7.86,3.51,4.91,0.37,0.61,0.37,0.48,0.75,0.47,0.29
48257,Kaufman County, Texas,122679,12.70,5.76,3.60,2.56,5.23,5.62,2.19,3.77,0.19,0.45,0.46,0.17,0.27,0.21,0.23
48259,Kendall County, Texas,43339,13.32,5.85,4.58,2.27,4.81,6.12,2.28,4.27,0.43,0.33,0.36,0.22,0.31,0.31,0.28
48261,Kenedy County, Texas,568,19.72,8.63,6.16,5.46,2.99,9.86,4.05,10.92,0.75,0.93,0.06,0.72,0.85,0.99,0.81
48263,Kent County, Texas,601,28.95,11.15,11.81,9.48,7.15,11.81,4.83,6.32,0.99,0.99,0.80,0.88,0.94,0.74,0.99
48265,Kerr County, Texas,50996,17.87,8.33,5.97,2.42,6.36,9.70,2.65,5.71,0.72,0.39,0.69,0.71,0.46,0.64,0.70
48267,Kimble County, Texas,4334,20.21,7.20,6.88,2.56,6.92,10.24,2.98,5.49,0.85,0.45,0.77,0.76,0.59,0.60,0.84
48269,King County, Texas,237,17.30,4.22,2.11,5.06,1.27,12.24,0.84,0.00,0.01,0.91,0.00,0.90,0.01,0.00,0.66
48271,Kinney County, Texas,3386,26.67,9.69,8.12,3.37,5.79,21.53,4.64,5.61,0.93,0.69,0.58,1.00,0.92,0.62,0.98
48273,Kleberg County, Texas,30046,13.95,6.56,3.88,3.17,6.72,7.27,3.93,4.49,0.25,0.63,0.74,0.39,0.83,0.37,0.35
48275,Knox County, Texas,3571,21.45,9.75,6.61,2.58,7.45,9.38,4.03,6.44,0.81,0.46,0.83,0.67,0.85,0.76,0.89
48277,Lamar County, Texas,49061,19.43,9.67,5.42,4.34,7.11,11.24,4.44,6.50,0.63,0.85,0.79,0.85,0.90,0.76,0.79
48279,Lamb County, Texas,12922,15.39,8.24,6.83,4.17,5.18,9.55,2.93,4.67,0.84,0.83,0.45,0.69,0.57,0.42,0.49
48281,Lampasas County, Texas,20512,20.81,9.48,7.47,4.73,7.59,9.27,2.34,6.75,0.90,0.88,0.85,0.66,0.33,0.80,0.86
48283,La Salle County, Texas,6460,21.30,13.92,8.53,4.54,7.32,10.98,5.34,8.67,0.95,0.87,0.82,0.82,0.96,0.95,0.88
48285,Lavaca County, Texas,19582,16.08,6.57,5.76,2.84,3.61,7.23,2.08,5.53,0.69,0.53,0.13,0.39,0.24,0.61,0.56
48287,Lee County, Texas,16601,13.02,6.52,3.66,2.28,4.22,6.93,1.89,4.69,0.21,0.33,0.24,0.34,0.17,0.43,0.26
48289,Leon County, Texas,17136,19.47,8.94,6.89,2.94,6.43,11.13,3.48,6.17,0.85,0.56,0.69,0.84,0.74,0.72,0.80
48291,Liberty County, Texas,76291,17.06,8.03,5.06,2.54,6.54,9.44,3.24,5.11,0.55,0.44,0.71,0.68,0.67,0.52,0.64
48293,Limestone County, Texas,22585,16.85,8.85,5.41,3.67,5.91,10.38,4.13,6.13,0.62,0.75,0.60,0.77,0.86,0.71,0.62
48295,Lipscomb County, Texas,3357,14.86,6.08,5.45,2.98,4.92,7.39,2.14,3.34,0.63,0.58,0.39,0.41,0.26,0.13,0.44
48297,Live Oak County, Texas,10723,21.30,12.99,8.74,5.33,8.76,11.59,5.08,9.28,0.96,0.93,0.93,0.87,0.95,0.97,0.88
48299,Llano County, Texas,20835,24.35,11.62,8.57,3.77,8.64,13.51,4.32,7.69,0.95,0.77,0.92,0.94,0.89,0.90,0.96
48301,Loving County, Texas,98,21.43,21.43,3.06,0.00,15.31,9.18,3.06,21.43,0.10,0.00,1.00,0.65,0.61,1.00,0.89
48303,Lubbock County, Texas,300582,13.68,6.01,3.84,2.59,5.20,6.86,2.46,4.15,0.24,0.46,0.45,0.33,0.39,0.29,0.32
48305,Lynn County, Texas,5789,23.35,11.04,8.07,7.01,6.53,11.99,5.25,7.00,0.93,0.98,0.71,0.89,0.96,0.83,0.94
48307,McCulloch County, Texas,7915,19.81,9.53,5.50,3.06,7.85,12.02,3.30,5.32,0.64,0.60,0.87,0.89,0.68,0.56,0.82
48309,McLennan County, Texas,246845,13.51,6.33,4.08,2.96,4.99,7.00,2.53,4.39,0.30,0.57,0.41,0.35,0.41,0.34,0.30
48311,McMullen County, Texas,774,16.93,10.59,9.30,5.56,4.01,10.72,4.01,6.59,0.97,0.94,0.20,0.80,0.85,0.78,0.63
48313,Madison County, Texas,11105,15.55,6.05,4.70,3.15,4.95,7.60,2.60,4.21,0.46,0.63,0.40,0.44,0.44,0.30,0.51
48315,Marion County, Texas,9886,22.14,11.03,5.04,4.07,6.69,13.68,4.27,8.68,0.54,0.81,0.73,0.95,0.88,0.95,0.91
48317,Martin County, Texas,5593,10.92,4.51,3.79,2.00,4.11,6.19,1.63,2.49,0.23,0.23,0.22,0.23,0.10,0.04,0.11
48319,Mason County, Texas,4176,14.42,6.75,4.36,1.94,5.63,8.98,3.45,4.69,0.37,0.21,0.55,0.62,0.73,0.43,0.40
48321,Matagorda County, Texas,36305,14.96,7.89,5.60,4.32,4.27,9.22,3.42,5.13,0.66,0.84,0.25,0.65,0.72,0.52,0.45
48323,Maverick County, Texas,57962,14.06,8.09,5.03,4.93,5.75,7.28,4.75,5.95,0.54,0.90,0.57,0.39,0.93,0.68,0.36
48325,Medina County, Texas,47579,17.10,8.47,5.80,4.28,5.48,10.43,3.16,4.65,0.70,0.84,0.52,0.78,0.64,0.42,0.64
48327,Menard County, Texas,2074,28.16,12.01,12.01,3.52,3.91,17.60,1.21,6.46,1.00,0.72,0.18,0.99,0.04,0.76,0.99
48329,Midland County, Texas,166878,9.72,4.66,3.39,2.83,3.44,4.91,1.99,3.52,0.15,0.53,0.11,0.09,0.21,0.16,0.06
48331,Milam County, Texas,24254,16.77,9.11,4.61,3.72,6.88,9.35,3.79,6.45,0.44,0.76,0.76,0.67,0.81,0.76,0.62
48333,Mills County, Texas,4715,21.89,11.41,8.87,6.36,4.96,14.40,3.73,6.83,0.96,0.96,0.40,0.97,0.79,0.81,0.90
48335,Mitchell County, Texas,6484,17.18,6.52,5.38,4.10,4.90,9.44,1.71,3.25,0.62,0.82,0.38,0.68,0.12,0.12,0.65
48337,Montague County, Texas,19189,21.22,9.08,7.46,4.02,7.71,10.29,3.09,5.74,0.90,0.80,0.86,0.76,0.62,0.64,0.88
48339,Montgomery County, Texas,569445,9.94,4.61,2.99,1.95,3.79,4.88,1.73,3.23,0.08,0.22,0.16,0.09,0.13,0.11,0.06
48341,Moore County, Texas,21242,9.83,5.46,4.96,2.37,2.97,5.40,1.37,3.49,0.53,0.37,0.06,0.14,0.05,0.16,0.06
48343,Morris County, Texas,12218,20.09,8.14,6.16,4.81,5.43,12.37,3.93,5.97,0.75,0.89,0.51,0.90,0.83,0.69,0.83
48345,Motley County, Texas,1252,19.97,7.91,5.19,7.11,4.23,10.54,1.92,3.19,0.58,0.98,0.24,0.79,0.18,0.11,0.83
48347,Nacogdoches County, Texas,64576,17.01,7.83,4.75,3.82,8.29,7.94,3.08,4.71,0.47,0.78,0.90,0.49,0.62,0.43,0.63
48349,Navarro County, Texas,48192,17.59,9.06,5.99,3.89,6.43,9.88,3.24,5.64,0.73,0.79,0.70,0.72,0.67,0.63,0.68
48351,Newton County, Texas,13729,18.28,10.30,6.68,3.79,5.94,11.33,4.59,7.50,0.82,0.77,0.61,0.85,0.92,0.88,0.73
48353,Nolan County, Texas,14724,18.69,8.86,6.15,4.27,5.72,10.53,2.60,3.89,0.75,0.84,0.56,0.79,0.44,0.23,0.76
48355,Nueces County, Texas,356637,13.32,6.55,3.79,2.68,4.77,7.41,2.66,4.70,0.23,0.49,0.35,0.41,0.46,0.43,0.28
48357,Ochiltree County, Texas,10067,10.61,4.95,2.35,2.25,4.71,5.92,1.74,3.01,0.03,0.33,0.34,0.20,0.13,0.08,0.10
48359,Oldham County, Texas,1669,10.49,4.97,4.37,1.68,2.10,6.83,1.92,2.70,0.38,0.12,0.01,0.32,0.18,0.05,0.09
48361,Orange County, Texas,83317,16.54,7.37,4.37,2.28,5.83,9.57,2.54,5.13,0.37,0.33,0.59,0.70,0.42,0.52,0.60
48363,Palo Pinto County, Texas,28298,17.73,8.82,5.86,3.79,7.24,9.51,3.59,6.23,0.71,0.77,0.81,0.69,0.76,0.72,0.69
48365,Panola County, Texas,23097,17.81,5.91,3.77,2.62,6.68,8.69,2.29,4.45,0.23,0.47,0.73,0.59,0.32,0.36,0.70
48367,Parker County, Texas,132401,12.11,5.40,4.08,2.52,4.16,5.91,2.30,4.12,0.30,0.43,0.23,0.20,0.32,0.28,0.19
48369,Parmer County, Texas,9638,13.84,6.66,5.28,3.63,4.33,6.85,2.68,3.91,0.60,0.74,0.26,0.33,0.47,0.24,0.34
48371,Pecos County, Texas,13542,10.21,4.81,3.40,2.57,2.75,5.68,2.73,3.56,0.15,0.45,0.04,0.17,0.50,0.17,0.08
48373,Polk County, Texas,45390,21.69,9.67,7.03,5.02,7.69,10.75,3.06,5.66,0.86,0.91,0.86,0.80,0.62,0.63,0.89
48375,Potter County, Texas,112967,11.63,5.65,3.55,2.25,4.06,6.28,2.10,3.88,0.18,0.33,0.21,0.24,0.25,0.23,0.16
48377,Presidio County, Texas,6975,21.52,10.80,8.80,7.01,5.41,14.21,4.72,6.22,0.96,0.98,0.51,0.96,0.92,0.72,0.89
48379,Rains County, Texas,11703,20.10,11.49,6.92,4.51,6.15,12.33,4.58,7.40,0.85,0.86,0.65,0.90,0.92,0.87,0.83
48381,Randall County, Texas,133137,11.65,5.25,3.98,2.30,3.50,6.08,1.99,3.40,0.27,0.34,0.12,0.22,0.20,0.14,0.16
48383,Reagan County, Texas,3731,7.88,3.19,2.09,1.02,0.75,3.67,1.26,4.23,0.01,0.01,0.00,0.02,0.04,0.31,0.01
48385,Real County, Texas,3308,25.27,12.67,11.67,6.86,9.25,14.09,4.32,7.44,0.99,0.97,0.95,0.96,0.89,0.87,0.97
48387,Red River County, Texas,11974,18.46,9.91,4.68,3.44,6.46,10.71,3.67,7.65,0.45,0.70,0.70,0.80,0.78,0.89,0.74
48389,Reeves County, Texas,13635,11.49,6.26,4.93,2.62,5.22,5.90,3.63,5.62,0.52,0.47,0.46,0.19,0.77,0.62,0.15
48391,Refugio County, Texas,6981,21.56,8.84,8.22,4.28,6.59,12.16,3.68,4.96,0.94,0.84,0.72,0.89,0.78,0.48,0.89
48393,Roberts County, Texas,805,16.15,8.45,6.46,6.09,3.98,9.69,1.49,4.60,0.80,0.96,0.19,0.71,0.08,0.41,0.57
48395,Robertson County, Texas,16796,14.29,7.82,3.78,4.42,5.17,8.94,3.04,5.52,0.23,0.85,0.45,0.62,0.61,0.60,0.39
48397,Rockwall County, Texas,96467,7.95,2.92,2.45,1.04,2.97,3.70,1.14,2.02,0.03,0.01,0.06,0.02,0.03,0.02,0.01
48399,Runnels County, Texas,10065,16.96,8.73,5.41,3.32,5.51,10.49,3.86,6.29,0.63,0.67,0.53,0.78,0.82,0.73,0.63
48401,Rusk County, Texas,48945,15.29,7.78,5.56,3.51,5.07,7.52,2.83,5.30,0.66,0.71,0.43,0.43,0.54,0.55,0.48
48403,Sabine County, Texas,10382,26.41,14.08,11.63,4.24,6.85,16.06,5.07,8.93,0.99,0.84,0.76,0.99,0.95,0.96,0.98
48405,San Augustine County, Texas,8050,25.22,11.95,10.05,5.16,7.27,11.98,3.90,6.80,0.98,0.92,0.81,0.88,0.83,0.80,0.97
48407,San Jacinto County, Texas,28041,21.49,11.35,7.29,3.62,8.57,11.55,2.79,8.49,0.89,0.74,0.91,0.87,0.52,0.94,0.89
48409,San Patricio County, Texas,66220,15.78,7.44,5.14,3.62,5.25,9.29,3.28,4.78,0.56,0.74,0.47,0.66,0.68,0.44,0.53
48411,San Saba County, Texas,5326,17.12,7.27,5.97,3.17,6.06,8.32,2.65,5.41,0.73,0.64,0.63,0.55,0.46,0.58,0.65
48413,Schleicher County, Texas,2980,11.17,2.01,5.77,2.01,0.70,3.39,1.11,2.75,0.69,0.24,0.00,0.02,0.03,0.06,0.13
48415,Scurry County, Texas,15590,14.14,6.84,4.78,4.38,3.87,7.45,1.80,3.56,0.48,0.85,0.18,0.42,0.15,0.17,0.37
48417,Shackelford County, Texas,3270,20.15,9.97,8.04,5.96,6.39,12.02,2.72,5.26,0.93,0.95,0.69,0.89,0.49,0.55,0.83
48419,Shelby County, Texas,25178,17.19,6.91,4.32,3.73,5.29,10.07,2.78,4.49,0.36,0.76,0.48,0.74,0.52,0.37,0.65
48421,Sherman County, Texas,3030,16.44,7.13,7.36,4.16,3.83,9.47,1.91,4.22,0.89,0.83,0.17,0.69,0.18,0.30,0.59
48423,Smith County, Texas,225116,13.68,6.68,4.38,2.77,5.34,7.24,2.64,4.66,0.38,0.51,0.49,0.39,0.45,0.42,0.32
48425,Somervell County, Texas,8675,14.58,6.18,2.67,1.87,6.36,7.79,2.77,3.24,0.05,0.18,0.69,0.47,0.51,0.12,0.41
48427,Starr County, Texas,63545,16.62,10.11,5.20,4.68,7.38,9.20,6.71,8.03,0.58,0.88,0.82,0.65,0.99,0.92,0.61
48429,Stephens County, Texas,8943,19.86,8.80,6.69,4.66,7.02,9.78,3.46,6.71,0.82,0.88,0.78,0.72,0.73,0.79,0.82
48431,Sterling County, Texas,1194,12.23,3.60,6.87,1.68,1.01,4.94,1.17,1.26,0.84,0.12,0.00,0.10,0.03,0.00,0.20
48433,Stonewall County, Texas,1427,19.48,11.00,10.72,6.03,3.64,12.54,4.34,5.96,0.99,0.96,0.14,0.91,0.89,0.68,0.80
48435,Sutton County, Texas,3808,10.06,4.88,4.07,2.02,3.23,4.23,1.39,4.12,0.30,0.24,0.08,0.05,0.06,0.28,0.07
48437,Swisher County, Texas,6783,17.23,7.62,5.04,2.15,5.09,11.32,3.54,5.47,0.54,0.29,0.43,0.85,0.75,0.59,0.66
48439,Tarrant County, Texas,2033815,10.26,4.60,2.81,1.91,3.89,5.11,1.79,3.28,0.06,0.19,0.18,0.11,0.15,0.12,0.08
48441,Taylor County, Texas,131204,15.11,7.88,4.53,2.70,6.58,7.65,2.83,6.00,0.41,0.49,0.72,0.45,0.54,0.69,0.46
48443,Terrell County, Texas,896,13.73,7.48,4.13,6.36,2.68,8.15,3.57,5.58,0.31,0.96,0.04,0.52,0.76,0.61,0.33
48445,Terry County, Texas,11535,15.83,10.33,5.71,3.49,5.37,8.89,4.97,7.12,0.68,0.71,0.50,0.61,0.94,0.85,0.54
48447,Throckmorton County, Texas,1432,22.97,9.22,9.57,6.91,6.77,12.57,3.42,5.45,0.98,0.97,0.75,0.91,0.72,0.58,0.93
48449,Titus County, Texas,32418,12.97,7.59,4.61,4.08,5.34,7.40,3.41,4.68,0.44,0.82,0.49,0.41,0.72,0.43,0.25
48451,Tom Green County, Texas,113076,13.67,6.50,3.80,2.45,5.01,7.09,3.08,4.71,0.23,0.40,0.41,0.37,0.62,0.43,0.32
48453,Travis County, Texas,1219139,8.33,3.57,2.25,1.63,3.45,3.86,1.48,2.70,0.02,0.11,0.11,0.03,0.07,0.06,0.02
48455,Trinity County, Texas,14466,26.91,15.89,11.30,7.22,9.81,16.60,6.21,9.62,0.99,0.98,0.96,0.99,0.99,0.97,0.98
48457,Tyler County, Texas,18863,22.47,11.18,6.74,4.99,7.61,11.41,3.86,7.53,0.83,0.91,0.85,0.85,0.82,0.88,0.92
48459,Upshur County, Texas,40474,17.83,8.75,5.76,3.52,5.84,9.56,4.28,5.99,0.69,0.72,0.59,0.70,0.88,0.69,0.70
48461,Upton County, Texas,3602,8.91,4.14,2.97,1.58,2.50,4.66,1.86,4.28,0.08,0.09,0.03,0.07,0.16,0.32,0.03
48463,Uvalde County, Texas,26460,17.16,7.83,5.61,4.09,6.70,7.78,1.84,4.72,0.66,0.82,0.74,0.47,0.16,0.43,0.65
48465,Val Verde County, Texas,46047,15.39,7.64,4.41,6.69,5.52,7.33,3.80,5.33,0.38,0.97,0.53,0.40,0.81,0.56,0.49
48467,Van Zandt County, Texas,54486,17.55,8.37,5.54,2.99,5.50,9.71,4.11,6.06,0.65,0.58,0.52,0.71,0.86,0.70,0.68
48469,Victoria County, Texas,91105,15.37,6.88,4.49,3.43,5.58,8.06,2.77,4.19,0.40,0.70,0.54,0.51,0.52,0.29,0.49
48471,Walker County, Texas,58240,8.28,3.62,2.17,1.22,2.52,4.52,1.41,2.55,0.02,0.03,0.03,0.06,0.06,0.04,0.02
48473,Waller County, Texas,51619,11.72,5.42,3.55,3.02,4.47,5.96,1.73,4.00,0.18,0.59,0.28,0.20,0.13,0.25,0.16
48475,Ward County, Texas,11552,10.41,5.78,2.95,2.88,4.28,5.83,3.13,4.24,0.07,0.54,0.25,0.19,0.63,0.31,0.09
48477,Washington County, Texas,34469,15.30,5.97,4.34,2.52,5.47,7.00,2.07,4.87,0.36,0.43,0.52,0.35,0.24,0.46,0.48
48479,Webb County, Texas,271326,11.87,5.95,3.63,3.40,5.05,5.95,3.60,3.85,0.20,0.69,0.42,0.20,0.77,0.23,0.17
48481,Wharton County, Texas,41228,14.63,7.59,5.12,3.66,5.01,8.17,3.16,5.36,0.56,0.75,0.41,0.53,0.64,0.57,0.42
48483,Wheeler County, Texas,5272,15.63,7.26,5.05,3.24,4.95,8.76,2.50,4.17,0.55,0.66,0.40,0.60,0.40,0.29,0.52
48485,Wichita County, Texas,117060,16.69,8.21,5.02,3.20,6.56,9.06,3.50,5.44,0.54,0.64,0.72,0.63,0.74,0.58,0.61
48487,Wilbarger County, Texas,12633,22.84,9.34,5.70,7.44,9.96,9.99,3.31,6.11,0.68,0.98,0.97,0.74,0.69,0.71,0.93
48489,Willacy County, Texas,20335,16.84,8.92,4.78,3.92,5.67,9.87,4.46,5.76,0.48,0.79,0.55,0.72,0.90,0.65,0.62
48491,Williamson County, Texas,544319,10.01,4.44,2.97,1.62,3.87,4.43,1.78,3.49,0.08,0.11,0.18,0.06,0.14,0.16,0.07
48493,Wilson County, Texas,48518,12.84,5.51,3.59,1.42,4.94,5.78,2.35,4.36,0.19,0.06,0.40,0.18,0.34,0.34,0.24
48495,Winkler County, Texas,7767,11.24,6.71,4.75,3.22,4.98,6.79,3.30,5.46,0.47,0.65,0.41,0.32,0.68,0.59,0.13
48497,Wise County, Texas,65372,16.95,8.03,6.25,3.52,6.66,8.36,2.48,5.62,0.76,0.72,0.73,0.55,0.40,0.62,0.63
48499,Wood County, Texas,43361,21.21,9.59,8.42,4.79,6.53,10.46,4.25,5.88,0.95,0.89,0.71,0.78,0.88,0.67,0.88
48501,Yoakum County, Texas,8631,9.74,4.90,1.75,1.48,3.16,7.09,1.24,3.29,0.00,0.07,0.08,0.37,0.04,0.13,0.06
48503,Young County, Texas,17743,14.23,6.11,3.99,2.37,3.39,8.83,2.37,4.07,0.28,0.37,0.10,0.61,0.35,0.27,0.38
48505,Zapata County, Texas,14267,18.07,9.97,5.67,5.39,6.81,7.64,4.80,7.54,0.68,0.93,0.75,0.45,0.93,0.88,0.72
48507,Zavala County, Texas,11875,20.98,9.81,6.14,5.90,6.75,12.49,3.55,5.63,0.75,0.95,0.74,0.91,0.75,0.63,0.87
49001,Beaver County, Utah,6460,13.10,6.16,4.78,2.01,4.92,6.66,1.84,4.16,0.48,0.24,0.39,0.30,0.16,0.29,0.27
49003,Box Elder County, Utah,53576,11.94,4.25,4.08,1.65,4.51,4.95,1.42,2.70,0.30,0.12,0.30,0.10,0.06,0.06,0.18
49005,Cache County, Utah,123426,8.58,3.58,2.46,1.60,3.85,3.17,1.43,2.70,0.03,0.10,0.17,0.01,0.06,0.05,0.02
49007,Carbon County, Utah,20107,14.93,7.05,4.75,2.43,5.60,8.15,2.55,3.93,0.47,0.40,0.54,0.52,0.42,0.24,0.44
49009,Daggett County, Utah,517,6.38,2.51,3.29,0.58,1.35,2.51,0.00,1.93,0.13,0.00,0.00,0.01,0.00,0.02,0.00
49011,Davis County, Utah,342098,9.00,3.56,3.06,1.56,3.68,3.48,1.45,2.53,0.10,0.09,0.14,0.02,0.07,0.04,0.03
49013,Duchesne County, Utah,19787,13.12,5.80,5.02,2.71,4.38,5.94,1.63,3.23,0.54,0.50,0.27,0.20,0.11,0.11,0.27
49015,Emery County, Utah,10056,14.77,7.72,4.81,3.32,6.10,8.00,2.48,4.23,0.49,0.67,0.64,0.50,0.39,0.30,0.43
49017,Garfield County, Utah,4794,16.10,7.59,6.74,1.88,3.86,7.43,1.44,5.44,0.83,0.18,0.17,0.42,0.06,0.58,0.56
49019,Grand County, Utah,9575,12.05,5.25,3.52,2.31,3.75,5.49,1.34,4.07,0.17,0.35,0.15,0.15,0.05,0.27,0.19
49021,Iron County, Utah,50814,10.53,4.36,3.05,1.94,3.81,5.16,1.54,2.96,0.09,0.21,0.16,0.12,0.08,0.08,0.09
49023,Juab County, Utah,11163,11.27,5.46,4.52,1.89,4.22,3.60,1.65,4.28,0.41,0.19,0.24,0.02,0.11,0.32,0.13
49025,Kane County, Utah,7372,16.77,8.79,7.24,3.96,4.77,8.88,1.61,4.79,0.88,0.80,0.35,0.61,0.10,0.44,0.62
49027,Millard County, Utah,12714,12.37,6.86,5.41,2.65,5.18,6.39,2.29,4.25,0.62,0.48,0.45,0.26,0.32,0.31,0.21
49029,Morgan County, Utah,11664,7.98,2.71,3.85,0.96,3.48,2.37,0.91,1.34,0.25,0.01,0.11,0.00,0.02,0.01,0.02
49031,Piute County, Utah,1831,23.27,14.20,10.21,4.15,9.23,13.05,5.79,9.39,0.98,0.82,0.95,0.93,0.98,0.97,0.94
49033,Rich County, Utah,2384,19.25,4.53,6.38,1.93,7.72,7.59,3.52,4.11,0.78,0.20,0.86,0.44,0.75,0.28,0.79
49035,Salt Lake County, Utah,1126121,9.37,4.18,2.69,1.60,3.83,4.09,1.56,3.11,0.05,0.10,0.17,0.04,0.09,0.09,0.04
49037,San Juan County, Utah,15058,16.54,8.52,5.93,3.90,6.38,9.36,3.96,6.13,0.72,0.79,0.69,0.67,0.84,0.71,0.60
49039,Sanpete County, Utah,27355,12.84,5.40,5.31,1.92,4.91,5.55,1.90,3.18,0.60,0.20,0.39,0.16,0.18,0.10,0.24
49041,Sevier County, Utah,20963,13.52,5.50,4.90,1.94,4.78,6.27,1.69,3.09,0.51,0.21,0.36,0.24,0.12,0.09,0.31
49043,Summit County, Utah,40943,5.64,2.05,1.79,0.82,2.60,2.00,1.02,1.78,0.00,0.01,0.03,0.00,0.02,0.01,0.00
49045,Tooele County, Utah,66977,10.64,4.57,2.78,1.29,4.10,5.09,1.87,3.39,0.06,0.04,0.22,0.11,0.16,0.14,0.10
49047,Uintah County, Utah,35706,11.68,6.12,2.77,1.92,4.78,6.12,2.36,5.30,0.06,0.20,0.36,0.22,0.34,0.56,0.16
49049,Utah County, Utah,602118,7.72,3.06,2.20,1.15,3.52,2.83,1.19,2.29,0.02,0.02,0.12,0.01,0.03,0.03,0.01
49051,Wasatch County, Utah,31563,7.73,2.65,2.96,1.17,2.47,3.37,0.83,1.52,0.08,0.02,0.03,0.01,0.01,0.01,0.01
